cardId,name,cardSet,type,rarity,text,playerClass,locale,mechanics,faction,health,collectible,img,imgGold,attack,race,cost,flavor,artist,howToGet,howToGetGold,durability,elite
NEW1_040,Hogger,Classic,Minion,Legendary,"At the end of your turn, summon a 2/2 Gnoll with_<b>Taunt</b>.",Neutral,enUS,Taunt,,4,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/NEW1_040.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/NEW1_040_premium.gif,4,,6,"Hogger is super powerful. If you kill him, it's because he <i>let</i> you.",Laurel D. Austin,,,,True
EX1_624,Holy Fire,Classic,Spell,Rare,Deal $5 damage. Restore #5 Health to your hero.,Priest,enUS, ,,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_624.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_624_premium.gif,,,6,Often followed by Holy Smokes!,Miguel Coimbra,,,,
EX1_614,Illidan Stormrage,Classic,Minion,Legendary,"Whenever you play a card, summon a 2/1 Flame of_Azzinoth.",Neutral,enUS, ,Neutral,5,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_614.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_614_premium.gif,7,Demon,6,"Illidan's brother, Malfurion, imprisoned him beneath Hyjal for 10,000 years.  Stormrages are not good at letting go of grudges.",Alex Horley Orlandelli,,,,True
EX1_tk34,Infernal,Classic,Minion,Common,,Warlock,enUS, ,Neutral,6,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_tk34.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_tk34_premium.gif,6,Demon,6,,,,,,
NEW1_005,Kidnapper,Classic,Minion,Epic,<b>Combo:</b> Return a minion to_its owner's hand.,Rogue,enUS,Combo,,3,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/NEW1_005.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/NEW1_005_premium.gif,5,,6,He just wants people to see his vacation photos.,Dave Allsop,,,,
EX1_583,Priestess of Elune,Classic,Minion,Common,<b>Battlecry:</b> Restore 4 Health to your hero.,Neutral,enUS,Battlecry,Neutral,4,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_583.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_583_premium.gif,5,,6,"If she threatens to ""moon"" you, it's not what you think.",Dan Scott,,,,
EX1_534,Savannah Highmane,Classic,Minion,Rare,<b>Deathrattle:</b> Summon two 2/2 Hyenas.,Hunter,enUS,Deathrattle,,5,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_534.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_534_premium.gif,6,Beast,6,"In the jungle, the mighty jungle, the lion gets slowly consumed by hyenas.",Milivoj Ceran,,,,
EX1_309,Siphon Soul,Classic,Spell,Rare,Destroy a minion. Restore #3 Health to_your hero.,Warlock,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_309.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_309_premium.gif,,,6,You probably should avoid siphoning your own soul.  You might create some kind of weird infinite loop.,Tyler Walpole,,,,
EX1_032,Sunwalker,Classic,Minion,Rare,<b>Taunt</b>\n<b>Divine Shield</b>,Neutral,enUS,Taunt    Divine Shield,Alliance,5,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_032.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_032_premium.gif,4,,6,She doesn’t ACTUALLY walk on the Sun.  It's just a name.  Don’t worry!,Andrea Uderzo,,,,
EX1_623,Temple Enforcer,Classic,Minion,Common,<b>Battlecry:</b> Give a friendly minion +3 Health.,Priest,enUS,Battlecry,,6,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_623.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_623_premium.gif,6,,6,He also moonlights Thursday nights as a bouncer at the Pig and Whistle Tavern.,Daren Bader,,,,
EX1_577,The Beast,Classic,Minion,Legendary,<b>Deathrattle:</b> Summon a 3/3 Finkle Einhorn for your opponent.,Neutral,enUS,Deathrattle,Neutral,7,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_577.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_577_premium.gif,9,Beast,6,He lives in Blackrock Mountain.  He eats Gnomes.  That's pretty much it.,Glenn Rane,,,,True
EX1_002,The Black Knight,Classic,Minion,Legendary,<b>Battlecry:</b> Destroy an enemy minion with <b>Taunt</b>.,Neutral,enUS,Taunt    Battlecry,,5,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_002.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_002_premium.gif,4,,6,He was sent by the Lich King to disrupt the Argent Tournament.   We can pretty much mark that a failure.,Alex Horley Orlandelli,,,,True
EX1_033,Windfury Harpy,Classic,Minion,Common,<b>Windfury</b>,Neutral,enUS,Windfury,Alliance,5,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_033.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_033_premium.gif,4,,6,Harpies are not pleasant sounding.  That's the nicest I can put it.,Luke Mancini,,,,
NEW1_008,Ancient of Lore,Classic,Minion,Epic,<b>Choose One -</b> Draw a card; or Restore 5 Health.,Druid,enUS, ,,5,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/NEW1_008.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/NEW1_008_premium.gif,5,,7,"Go ahead, carve your initials in him.",Patrik Hjelm,,,,
EX1_178,Ancient of War,Classic,Minion,Epic,<b>Choose One -</b>\n+5 Attack; or +5 Health and <b>Taunt</b>.,Druid,enUS,Taunt,Neutral,5,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_178.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_178_premium.gif,5,,7,"Young Night Elves love to play ""Who can get the Ancient of War to Uproot?""  You lose if you get crushed to death.",Sean O’Daniels,,,,
EX1_559,Archmage Antonidas,Classic,Minion,Legendary,"Whenever you cast a spell, add a 'Fireball' spell to_your hand.",Mage,enUS, ,Neutral,7,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_559.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_559_premium.gif,5,,7,"Antonidas was the Grand Magus of the Kirin Tor, and Jaina's mentor.  This was a big step up from being Grand Magus of Jelly Donuts.",Wayne Reynolds,,,,True
EX1_249,Baron Geddon,Classic,Minion,Legendary,"At the end of your turn, deal 2 damage to ALL other characters.",Neutral,enUS, ,Neutral,5,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_249.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_249_premium.gif,7,Elemental,7,"Baron Geddon was Ragnaros's foremost lieutenant, until he got FIRED.",Ian Ameling,,,,True
DS1_188,Gladiator's Longbow,Classic,Weapon,Epic,Your hero is <b>Immune</b> while attacking.,Hunter,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/DS1_188.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/DS1_188_premium.gif,5,,7,The longbow allows shots to be fired from farther away and is useful for firing on particularly odorous targets.,Peter C. Lee,,,2,
EX1_411,Gorehowl,Classic,Weapon,Epic,Attacking a minion costs 1 Attack instead of 1 Durability.,Warrior,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_411.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_411_premium.gif,7,,7,Grommash Hellscream's famous axe.  Somehow this ended up in Prince Malchezaar's possession.  Quite the mystery!,Zoltan & Gabor,,,1,
EX1_350,Prophet Velen,Classic,Minion,Legendary,Double the damage and healing of your spells and Hero Power.,Priest,enUS, ,Neutral,7,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_350.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_350_premium.gif,7,,7,"He's been exiled from his home, and all his brothers turned evil, but otherwise he doesn't have a lot to complain about.",Wei Wang,,,,True
CS2_161,Ravenholdt Assassin,Classic,Minion,Rare,<b>Stealth</b>,Neutral,enUS,Stealth,Alliance,5,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_161.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_161_premium.gif,7,,7,"Just mail him a package with a name and 10,000 gold.  He'll take care of the rest.",Ralph Horsley,,,,
NEW1_010,Al'Akir the Windlord,Classic,Minion,Legendary,"<b>Windfury, Charge, Divine Shield, Taunt</b>",Shaman,enUS,Charge    Divine Shield    Windfury    Taunt,,5,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/NEW1_010.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/NEW1_010_premium.gif,3,Elemental,8,He is the weakest of the four Elemental Lords.  And the other three don't let him forget it.,Raymond Swanland,,,,True
EX1_414,Grommash Hellscream,Classic,Minion,Legendary,<b>Charge</b>\n<b>Enrage:</b> +6 Attack,Warrior,enUS,Charge    Enrage,Neutral,9,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_414.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_414_premium.gif,4,,8,"Grommash drank the tainted blood of Mannoroth, dooming the orcs to green skin and red eyes!  Maybe not his best decision.",Glenn Rane,,,,True
NEW1_038,Gruul,Classic,Minion,Legendary,"At the end of each turn, gain +1/+1 .",Neutral,enUS, ,,7,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/NEW1_038.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/NEW1_038_premium.gif,7,,8,"He's Gruul ""the Dragonkiller"".  He just wanted to cuddle them… he never meant to… ",Kev Walker,,,,True
EX1_354,Lay on Hands,Classic,Spell,Epic,Restore #8 Health. Draw_3 cards.,Paladin,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_354.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_354_premium.gif,,,8,A grammatically awkward life saver.,Raymond Swanland,,,,
EX1_383,Tirion Fordring,Classic,Minion,Legendary,<b>Divine Shield</b>. <b>Taunt</b>. <b>Deathrattle:</b> Equip a 5/3_Ashbringer.,Paladin,enUS,Divine Shield    Taunt    Deathrattle,Neutral,6,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_383.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_383_premium.gif,6,,8,"If you haven't heard the Tirion Fordring theme song, it's because it doesn't exist.",Brom,,,,True
EX1_312,Twisting Nether,Classic,Spell,Epic,Destroy all minions.,Warlock,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_312.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_312_premium.gif,,,8,The Twisting Nether is a formless place of magic and illusion and destroyed minions.,Dave Allsop,,,,
EX1_561,Alexstrasza,Classic,Minion,Legendary,<b>Battlecry:</b> Set a hero's remaining Health to 15.,Neutral,enUS,Battlecry,Neutral,8,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_561.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_561_premium.gif,8,Dragon,9,Alexstrasza the Life-Binder brings life and hope to everyone.  Except Deathwing.  And Malygos.  And Nekros.,Raymond Swanland,,,,True
EX1_573,Cenarius,Classic,Minion,Legendary,<b>Choose One -</b> Give your other minions +2/+2; or Summon two 2/2 Treants with <b>Taunt</b>.,Druid,enUS,Taunt,Neutral,8,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_573.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_573_premium.gif,5,,9,"Yes, he's a demigod. No, he doesn't need to wear a shirt.",Alex Horley Orlandelli,,,,True
EX1_543,King Krush,Classic,Minion,Legendary,<b>Charge</b>,Hunter,enUS,Charge,Neutral,8,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_543.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_543_premium.gif,8,Beast,9,The best defense against King Krush is to have someone you don’t like standing in front of you.,Alex Horley Orlandelli,,,,True
EX1_323,Lord Jaraxxus,Classic,Minion,Legendary,<b>Battlecry:</b> Destroy your hero and replace it with Lord Jaraxxus.,Warlock,enUS,Battlecry,,15,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_323.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_323_premium.gif,3,Demon,9,"""TRIFLING GNOME! YOUR ARROGANCE WILL BE YOUR UNDOING!!!!""",Alex Horley Orlandelli,,,,True
EX1_563,Malygos,Classic,Minion,Legendary,<b>Spell Damage +5</b>,Neutral,enUS,Spell Damage,Neutral,12,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_563.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_563_premium.gif,4,Dragon,9,Malygos hates it when mortals use magic.  He gets so mad!,Michael Komarck,,,,True
EX1_560,Nozdormu,Classic,Minion,Legendary,Players only have 15 seconds to take their_turns.,Neutral,enUS, ,Neutral,8,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_560.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_560_premium.gif,8,Dragon,9,Time to write some flavor text.,James Ryman,,,,True
EX1_562,Onyxia,Classic,Minion,Legendary,<b>Battlecry:</b> Summon 1/1 Whelps until your side of the battlefield is full.,Neutral,enUS,Battlecry,Neutral,8,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_562.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_562_premium.gif,8,Dragon,9,Onyxia long manipulated the Stormwind Court by disguising herself as Lady Katrana Prestor.   You would have thought that the giant wings and scales would have been a giveaway.,Dany Orizio,,,,True
EX1_572,Ysera,Classic,Minion,Legendary,"At the end of your turn, add_a Dream Card to_your hand.",Neutral,enUS, ,Neutral,12,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_572.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_572_premium.gif,4,Dragon,9,"Ysera rules the Emerald Dream.  Which is some kind of green-mirror-version of the real world, or something?",Gabor Szikszai,,,,True
NEW1_030,Deathwing,Classic,Minion,Legendary,<b>Battlecry:</b> Destroy all other minions and discard your_hand.,Neutral,enUS,Battlecry,,12,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/NEW1_030.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/NEW1_030_premium.gif,12,Dragon,10,"Once a noble dragon known as Neltharion, Deathwing lost his mind and shattered Azeroth before finally being defeated.  Daddy issues?",Bernie Kang,,,,True
EX1_279,Pyroblast,Classic,Spell,Epic,Deal $10 damage.,Mage,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_279.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_279_premium.gif,,,10,Take the time for an evil laugh after you draw this card.,Luca Zontini,,,,
EX1_586,Sea Giant,Classic,Minion,Epic,Costs (1) less for each other minion on the battlefield.,Neutral,enUS, ,Neutral,8,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_586.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_586_premium.gif,8,,10,See?  Giant.,Svetlin Velinov,,,,
EX1_105,Mountain Giant,Classic,Minion,Epic,Costs (1) less for each other card in your hand.,Neutral,enUS, ,Neutral,8,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_105.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_105_premium.gif,8,,12,His mother said that he was just big boned.,Samwise,,,,
EX1_620,Molten Giant,Classic,Minion,Epic,Costs (1) less for each damage your hero has taken.,Neutral,enUS, ,,8,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_620.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_620_premium.gif,8,,25,He gets terrible heartburn.  BECAUSE HE IS FULL OF LAVA.,Glenn Rane,,,,
CRED_71,Michael Reynaga,Credits,Minion,Legendary,<b>Battlecry:</b> Your minions \n attack randomly. \n <b>Deathrattle:</b> Fix all but one.\n,Neutral,enUS, ,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_71.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_71_premium.gif,,,,,,,,,True
CRED_55,Dave Kosak,Credits,Minion,Legendary,Costs (1) more for each word of text on this card.,Neutral,enUS, ,,12,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_55.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_55_premium.gif,12,,0,,,,,,True
CRED_82,Jacob Jarecki,Credits,Minion,Legendary,"<b>Never Give Up</b>: If your opponent has lethal, disconnect them.",Neutral,enUS, ,,1,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_82.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_82_premium.gif,0,,0,,,,,,True
CRED_79,Aaron Gutierrez,Credits,Minion,Legendary,<b>Battlecry:</b> <b>Discover</b> a preeetty good card.,Neutral,enUS, ,,3,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_79.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_79_premium.gif,2,,1,,,,,,True
CRED_15,Andy Brock,Credits,Minion,Legendary,"Can't be <b>Silenced. Divine Shield, Stealth.</b>",Neutral,enUS, ,,3,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_15.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_15_premium.gif,1,,1,,,,,,True
CRED_21,Bryan Chang,Credits,Minion,Legendary,<b>Foodie:</b> Make all minions edible.,Neutral,enUS, ,,3,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_21.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_21_premium.gif,1,,1,,,,,,True
CRED_69,Chris Belcher,Credits,Minion,Legendary,<b>Immune</b> to everything.,Neutral,enUS, ,,1,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_69.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_69_premium.gif,1,,1,,,,,,True
CRED_06,Derek Sakamoto,Credits,Minion,Legendary,<i>The notorious Footclapper.</i>,Neutral,enUS, ,,1,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_06.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_06_premium.gif,3,,1,,,,,,True
CRED_51,Jerry Cheng,Credits,Minion,Legendary,<b>Inspire</b>: Give a random Engineer +1/+1.,Neutral,enUS, ,,2,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_51.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_51_premium.gif,1,,1,,,,,,True
CRED_68,Peter Whalen,Credits,Minion,Legendary,<b>Battlecry:</b> Remove a word from a card in your hand.,Neutral,enUS, ,,3,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_68.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_68_premium.gif,1,,1,,,,,,True
CRED_04,Steven Gabriel,Credits,Minion,Legendary,<b>Battlecry:</b> Summon a frothy beverage.,Neutral,enUS, ,,3,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_04.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_04_premium.gif,3,,1,,,,,,True
CRED_18,Becca Abel,Credits,Minion,Legendary,"Whenever you draw a card, make it Golden.",Neutral,enUS, ,,2,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_18.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_18_premium.gif,2,,2,,,,,,True
CRED_58,Jason Shattuck,Credits,Minion,Legendary,<b>Battlecry:</b> All cards are \n played automatically.\n <i>Please don't \n explode.</i>,Neutral,enUS, ,,3,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_58.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_58_premium.gif,2,,2,,,,,,True
CRED_32,Jerry Mascho,Credits,Minion,Legendary,"At the start of your turn, deal 1 damage. If this card is golden, deal 1 damage at the end of your turn instead. THIS IS A HAN SOLO JOKE.",Neutral,enUS, ,,2,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_32.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_32_premium.gif,3,,2,,,,,,True
CRED_46,Keith Landes,Credits,Minion,Legendary,"At the start of your turn, get -2 Health due to hunger.",Neutral,enUS, ,,6,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_46.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_46_premium.gif,2,,2,,,,,,True
CRED_64,Liv Breeden,Credits,Minion,Legendary,<b>Battlecry:</b>  Make your \n card back orange.  Actually… make everything orange.,Neutral,enUS, ,,2,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_64.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_64_premium.gif,2,,2,,,,,,True
CRED_10,Michael Schweitzer,Credits,Minion,Legendary,<b>C-C-C-COMBO:</b> Destroy a minion.,Neutral,enUS, ,,2,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_10.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_10_premium.gif,2,,2,,,,,,True
CRED_70,Monique Ory,Credits,Minion,Legendary,<b>Battlecry:</b>  Knit a cozy +1/+1 sweater for a friendly Beast.,Neutral,enUS, ,,2,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_70.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_70_premium.gif,1,,2,,,,,,True
CRED_12,Rachelle Davis,Credits,Minion,Legendary,<b>Battlecry:</b> Draw TWO cards. <i>She's not a novice engineer.</i>,Neutral,enUS, ,,2,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_12.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_12_premium.gif,1,,2,,,,,,True
CRED_39,Ryan Chew,Credits,Minion,Legendary,<b>Chews One</b> - Sing karaoke; or Leave on time and tell everyone about it.,Neutral,enUS, ,,3,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_39.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_39_premium.gif,2,,2,,,,,,True
CRED_07,Zwick,Credits,Minion,Legendary,<b>Battlecry:</b> Complain about bacon prices.,Neutral,enUS, ,,2,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_07.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_07_premium.gif,2,,2,,,,,,True
CRED_52,Alex Chapman,Credits,Minion,Legendary,"Whenever a sound plays, replace it with \nJaraxxus' greeting.",Neutral,enUS, ,,3,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_52.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_52_premium.gif,4,,3,,,,,,True
CRED_08,Ben Brode,Credits,Minion,Legendary,Your volume can't be reduced below maximum.,Neutral,enUS, ,,1,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_08.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_08_premium.gif,4,,3,,,,,,True
CRED_03,Bob Fitch,Credits,Minion,Legendary,<b>Super Taunt</b> <i>(EVERY character must attack this minion.)</i>,Neutral,enUS, ,,4,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_03.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_03_premium.gif,2,,3,,,,,,True
CRED_20,Brian Birmingham,Credits,Minion,Legendary,<b>Choose One</b> - Restore a Mech to full Health; or Give a Designer <b>Windfury.</b>,Neutral,enUS, ,,2,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_20.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_20_premium.gif,4,,3,,,,,,True
CRED_22,Cameron Chrisman,Credits,Minion,Legendary,"While this is in your hand, Golden cards cost (1) less.",Neutral,enUS, ,,3,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_22.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_22_premium.gif,3,,3,,,,,,True
CRED_61,Charlène Le Scanff,Credits,Minion,Legendary,<i>Breaktime?</i>,Neutral,enUS, ,,3,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_61.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_61_premium.gif,3,,3,,,,,,True
CRED_47,Dan Emmons,Credits,Minion,Legendary,<b>Battlecry:</b> <b>Design</b> \na solution \n <i>(wherever it is)</i>.,Shaman,enUS, ,,3,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_47.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_47_premium.gif,3,,3,,,,,,True
CRED_80,Derek Dupras,Credits,Minion,Legendary,<b>Battlecry:</b> Give all friendly minions <b>Donuts</b>.,Neutral,enUS, ,,6,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_80.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_80_premium.gif,3,,3,,,,,,True
CRED_56,Dustin Escoffery,Credits,Minion,Legendary,<b>Stealth</b>. Your other minions are Mechs.,Neutral,enUS, ,,4,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_56.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_56_premium.gif,2,,3,,,,,,True
CRED_26,Eric Del Priore,Credits,Minion,Legendary,Has <b>Taunt</b> if it's 3 AM.,Neutral,enUS, ,,6,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_26.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_26_premium.gif,1,,3,,,,,,True
CRED_27,Henry Ho,Credits,Minion,Legendary,<b>Battlecry:</b> Spectate your opponent's hand.,Neutral,enUS, ,,4,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_27.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_27_premium.gif,3,,3,,,,,,True
CRED_83,Josh Durica,Credits,Minion,Legendary,<b>Battlecry:</b> Implement \na 'cool new card.' \nDeal 5 damage to \nthis minion.,Neutral,enUS, ,,6,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_83.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_83_premium.gif,3,,3,,,,,,True
CRED_05,Kyle Harrison,Credits,Minion,Legendary,<i>3 for a 5/4? That's a good deal!</i>,Neutral,enUS, ,,4,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_05.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_05_premium.gif,5,,3,,,,,,True
CRED_34,Max Ma,Credits,Minion,Legendary,Can only be played on a mobile device.,Neutral,enUS, ,,3,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/CRED_34.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CRED_34_premium.gif,6,,3,,,,,,True
